1.1594 1.0225 2.0543 -22.0
1.1602 1.0231 2.0549 -22.0
1.1602 1.0231 2.0548 -22.0
1.1593 1.0225 2.054 -22.0
1.1575 1.0212 2.0525 -22.0
1.155 1.0194 2.0503 -22.0
1.1515 1.0169 2.0473 -22.0
1.1425 1.0107 2.0395 -22.0
1.1303 1.0022 2.0286 -22.0
1.1149 0.992 2.0147 -22.0
1.1149 0.992 2.0147 -22.0
1.0965 0.9801 1.9977 -22.0
1.0861 0.9736 1.9878 -22.0
1.0633 0.96 1.9656 -22.0
1.7155 0.946 1.9402 -22.0
1.7009 0.9391 1.9262 -22.0
1.6692 0.9256 1.8948 -22.0
1.653 0.9824 1.8784 -22.0
2.3279 0.968 1.861 0.0
2.3099 0.9534 1.8427 0.0
2.2696 0.9201 1.8049 0.0
2.2253 0.883 1.7682 0.0
2.8566 0.8636 1.7488 0.0
2.8042 0.8227 1.7074 0.0
2.7498 0.782 1.665 0.0
2.7498 0.782 1.665 0.0
2.6627 0.7213 1.599 0.0
2.6311 0.7009 1.5757 0.0
2.6024 0.6833 1.5548 0.0
2.5704 0.6647 1.5317 0.0
2.5123 1.2027 1.491 0.0
2.4545 1.1527 1.4518 0.0
2.3944 1.1017 1.4126 0.0
2.3944 1.1017 1.4126 0.0
2.3061 1.0294 1.3584 0.0
2.2765 1.0058 1.3411 0.0
2.8633 0.983 1.3246 0.0
2.8322 0.9604 1.3084 0.0
2.7719 0.9181 1.6283 0.0
2.7118 0.8783 1.5797 0.0
2.6505 0.8404 1.5311 0.0
2.6505 0.8404 1.5311 0.0
2.5892 0.8057 1.4835 0.0
2.5576 1.3522 1.4594 0.0
2.4939 1.2998 1.4119 0.0
2.4632 1.275 1.3896 0.0
2.3994 1.2244 1.3443 0.0
2.3389 1.1777 1.303 0.0
2.3389 1.1777 1.303 0.0
2.2784 1.1327 1.2635 0.0
2.2475 1.1103 1.244 0.0
2.1876 1.0684 1.2078 0.0
2.1289 1.0294 1.1745 0.0
2.0995 1.0106 1.1586 0.0
2.07 0.9924 1.5153 0.0
2.0408 0.9751 1.4898 0.0
1.9822 1.4985 1.4393 0.0
2.5437 1.4501 1.3898 0.0
2.4817 1.4023 1.3408 0.0
2.4498 1.3781 1.3161 0.0
2.4198 1.3558 1.2932 0.0
2.3581 1.3109 1.2471 0.0
2.326 1.2882 1.2237 0.0
2.2631 1.2448 1.1791 0.0
2.2321 1.2242 1.1579 0.0
2.2017 1.2045 1.1375 0.0
2.1406 1.1662 1.0982 0.0
2.0798 1.1303 1.0612 0.0
2.0506 1.114 1.0444 0.0
2.0205 1.6487 1.0276 0.0
1.96 1.6011 1.3846 0.0
1.8999 1.5547 1.3317 0.0
1.8679 1.5304 1.3038 0.0
1.8382 1.5082 1.2781 0.0
1.7786 1.4645 1.2273 0.0
1.7174 1.421 1.1761 0.0
1.6889 1.4012 1.1527 0.0
1.6298 1.3613 1.1051 0.0
1.5993 1.3414 1.0811 0.0
2.1953 1.324 1.06 0.0
2.1636 1.3054 1.0373 0.0
2.1016 1.2704 0.9943 0.0
2.0397 1.777 0.9537 0.0
1.978 1.7308 0.9158 0.0
1.947 1.708 0.8978 0.0
1.9166 1.6859 0.8809 0.0
1.8838 1.6624 0.8636 0.0
1.8239 1.6202 1.2294 0.0
1.7626 1.5784 1.1749 0.0
1.7014 1.5381 1.1212 0.0
1.7014 1.5381 1.1212 0.0
1.6404 1.4993 1.0687 0.0
1.6103 1.4808 1.0431 0.0
1.5497 1.4448 0.9927 0.0
1.5193 1.4274 0.9679 0.0
1.4604 2.4216 0.9209 22.0
1.4005 2.3779 0.875 22.0
1.3741 2.3517 0.8586 22.0
1.9543 1.7962 0.8314 0.0
1.9273 1.775 0.8202 0.0
1.9007 1.7597 1.2772 0.0
1.8441 2.2099 1.2263 22.0
1.8124 2.1857 1.198 22.0
1.7546 2.1356 1.149 22.0
1.9312 1.6329 1.1099 0.0
1.902 1.6116 1.0912 0.0
1.874 1.5963 1.0711 0.0
1.843 2.0094 1.0495 22.0
1.7839 1.9637 1.0095 22.0
1.727 1.9145 0.9772 22.0
1.6999 1.8876 0.9654 22.0
1.9496 1.8366 1.4641 0.0
1.8962 1.4222 1.4285 0.0
1.8962 1.4222 1.4285 0.0
1.8161 1.7206 1.3724 0.0
1.8161 1.7206 1.3724 0.0
1.7584 1.6737 1.3336 0.0
1.6986 1.6258 1.295 0.0
1.6378 1.5779 1.2576 0.0
1.6378 1.5779 1.2576 0.0
1.5773 1.5313 1.2225 0.0
1.5169 1.4859 1.1896 0.0
1.4867 1.4636 1.2427 0.0
1.4571 1.442 1.2181 0.0
1.396 1.3985 1.1681 22.0
1.3369 1.3579 1.1209 22.0
1.3369 1.3579 1.1209 22.0
2.2959 1.2866 1.0714 0.0
2.2959 1.2866 1.0714 0.0
2.2121 1.2252 1.0248 0.0
2.1818 1.205 1.0084 0.0
2.1519 1.1856 1.1361 0.0
2.1203 1.1657 1.1092 0.0
2.0596 1.129 1.0582 0.0
1.999 1.5356 1.0086 0.0
1.9687 1.5146 0.9844 0.0
1.9068 1.4729 0.9364 0.0
1.8479 1.4347 0.8925 0.0
1.8479 1.4347 0.8925 0.0
1.7869 1.3969 0.8494 0.0
1.728 1.3622 0.8106 0.0
2.03 1.762 0.774 0.0
2.03 1.762 0.774 0.0
1.999 1.7423 0.7576 0.0
1.9379 1.7043 1.3218 0.0
1.8771 1.6679 1.2759 0.0
1.8152 1.6325 1.2306 0.0
1.7831 1.6148 1.2078 0.0
1.7533 2.0344 1.187 22.0
1.6916 1.9951 1.1452 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
1.6372 1.9487 1.1181 22.0
2.1863 1.3484 1.3905 0.0
2.4618 1.3354 1.3728 0.0
2.4383 1.3209 1.356 0.0
2.4128 1.3055 1.3379 0.0
2.3613 1.2754 1.3023 0.0
2.3051 1.2441 1.2647 0.0
2.2753 1.5719 1.2454 0.0
2.2102 1.5251 1.2047 0.0
2.1768 1.5016 1.1846 0.0
2.1469 1.481 1.1672 0.0
2.0854 1.4395 1.1332 0.0
2.0213 1.3979 1.3841 0.0
2.0213 1.3979 1.3841 0.0
1.9575 1.3583 1.3365 0.0
1.9245 1.3386 1.3125 0.0
1.8632 1.3034 1.2689 0.0
1.8017 1.611 1.2267 0.0
1.7381 1.5653 1.185 0.0
